case,Activity,startTime,completeTime,org:resource,fixedCost
344,decide,2022/6/22 17:13:01,2022/6/22 17:19:09,Sun,30
344,verify,2022/6/22 17:19:09,2022/6/22 17:23:11,Gao,40
344,pay the fees,2022/6/22 17:23:11,2022/6/22 17:26:37,Zhao,20
437,face collection,2022/6/24 19:56:59,2022/6/24 20:03:05,Zheng,70
437,fingerprint collection,2022/6/24 19:56:59,2022/6/24 20:00:42,Qi,70
437,decide,2022/6/24 20:03:05,2022/6/24 20:12:13,Sun,30
437,verify,2022/6/24 20:12:13,2022/6/24 20:17:41,Zhao,40
437,pay the fees,2022/6/24 20:17:41,2022/6/24 20:21:41,Liu,20
15,register,2022/6/9 20:08:53,2022/6/9 20:15:39,Wang,40
15,face collection,2022/6/9 20:15:39,2022/6/9 20:21:47,Zheng,70
15,fingerprint collection,2022/6/9 20:15:39,2022/6/9 20:19:44,Qi,70
15,decide,2022/6/9 20:21:47,2022/6/9 20:28:26,Sun,30
15,retest information,2022/6/9 20:28:26,2022/6/9 20:34:18,Wang,60
15,fingerprint collection,2022/6/9 20:34:18,2022/6/9 20:38:32,Zheng,70
15,face collection,2022/6/9 20:34:18,2022/6/9 20:39:23,Qi,70
15,decide,2022/6/9 20:39:23,2022/6/9 20:47:40,Sun,30
15,pay the fees,2022/6/9 20:52:48,2022/6/9 20:56:59,Zhao,20
459,register,2022/6/25 0:33:44,2022/6/25 0:40:39,Wang,40
459,face collection,2022/6/25 0:40:39,2022/6/25 0:46:37,Wu,70
459,fingerprint collection,2022/6/25 0:40:39,2022/6/25 0:44:06,Zheng,70
459,decide,2022/6/25 0:47:21,2022/6/25 0:55:41,Sun,30
459,verify,2022/6/25 0:55:41,2022/6/27 17:01:18,Liu,40
459,pay the fees,2022/6/27 17:01:18,2022/6/27 17:05:00,Gao,20
223,register,2022/6/16 23:28:52,2022/6/16 23:35:42,Lee,40
223,face collection,2022/6/16 23:35:42,2022/6/16 23:42:23,Wu,70
223,fingerprint collection,2022/6/16 23:35:42,2022/6/16 23:40:09,Zheng,70
223,decide,2022/6/16 23:42:32,2022/6/16 23:51:48,Sun,30
223,leave,2022/6/16 23:51:48,2022/6/16 23:55:43,Zhou,10
341,register,2022/6/22 0:03:31,2022/6/22 0:09:15,Lee,40
341,face collection,2022/6/22 0:09:15,2022/6/22 0:15:41,Qi,70
341,fingerprint collection,2022/6/22 0:09:15,2022/6/22 0:12:55,Wu,70
341,decide,2022/6/22 0:15:41,2022/6/22 0:22:52,Sun,30
341,verify,2022/6/22 0:22:52,2022/6/22 0:27:23,Gao,40
341,pay the fees,2022/6/22 0:27:23,2022/6/22 0:31:54,Zhao,20
203,register,2022/6/16 19:15:34,2022/6/16 19:20:43,Wang,40
203,face collection,2022/6/16 19:20:43,2022/6/16 19:26:26,Qi,70
203,fingerprint collection,2022/6/16 19:20:43,2022/6/16 19:25:03,Zheng,70
203,decide,2022/6/16 19:29:12,2022/6/16 19:38:53,Sun,30
203,verify,2022/6/16 19:38:53,2022/6/16 19:44:37,Zhao,40
203,pay the fees,2022/6/16 19:44:37,2022/6/16 19:47:59,Liu,20
18,register,2022/6/9 20:41:59,2022/6/9 20:50:54,Wang,40
18,face collection,2022/6/9 20:50:54,2022/6/9 20:56:22,Qi,70
18,fingerprint collection,2022/6/9 20:50:54,2022/6/9 20:55:27,Zheng,70
18,decide,2022/6/9 20:56:22,2022/6/9 21:01:53,Sun,30
18,retest information,2022/6/9 21:02:22,2022/6/9 21:08:12,Wang,60
18,fingerprint collection,2022/6/9 21:08:12,2022/6/9 21:12:20,Zheng,70
18,face collection,2022/6/9 21:08:53,2022/6/9 21:15:19,Qi,70
18,face collection,2022/6/9 21:18:53,2022/6/9 21:23:19,Qi,70
18,decide,2022/6/9 21:24:05,2022/6/9 21:31:56,Sun,30
18,retest information,2022/6/9 21:31:56,2022/6/9 21:37:08,Wang,60
18,fingerprint collection,2022/6/9 21:37:08,2022/6/9 21:41:06,Qi,70
18,face collection,2022/6/9 21:37:08,2022/6/9 21:43:51,Wu,70
18,decide,2022/6/9 21:55:17,2022/6/9 22:00:53,Sun,30
18,leave,2022/6/9 22:00:53,2022/6/9 22:04:14,Zhou,10
676,register,2022/7/4 21:54:02,2022/7/4 22:00:40,Wang,40
676,face collection,2022/7/4 22:00:40,2022/7/4 22:06:43,Wu,70
676,fingerprint collection,2022/7/4 22:00:40,2022/7/4 22:03:46,Qi,70
676,decide,2022/7/4 22:06:43,2022/7/4 22:15:46,Sun,30
676,verify,2022/7/4 22:15:46,2022/7/4 22:21:18,Zhao,40
676,pay the fees,2022/7/4 22:21:18,2022/7/4 22:25:37,Gao,20
169,register,2022/6/15 20:14:50,2022/6/15 20:20:47,Wang,40
169,face collection,2022/6/15 20:20:47,2022/6/15 20:26:27,Zheng,70
169,fingerprint collection,2022/6/15 20:20:47,2022/6/15 20:25:21,Qi,70
169,decide,2022/6/15 20:31:12,2022/6/15 20:40:20,Sun,30
169,leave,2022/6/15 20:40:20,2022/6/15 20:44:14,Zhou,10
612,register,2022/7/1 0:34:56,2022/7/1 0:44:21,Lee,40
612,face collection,2022/7/1 0:44:21,2022/7/1 0:50:17,Qi,70
612,fingerprint collection,2022/7/1 0:44:21,2022/7/1 0:47:51,Zheng,70
612,decide,2022/7/1 0:50:17,2022/7/1 0:59:45,Sun,30
612,pay the fees,2022/7/1 17:03:54,2022/7/1 17:08:47,Liu,20
166,register,2022/6/15 19:38:05,2022/6/15 19:44:33,Lee,40
166,face collection,2022/6/15 19:44:33,2022/6/15 19:49:42,Wu,70
166,fingerprint collection,2022/6/15 19:44:33,2022/6/15 19:48:27,Qi,70
166,decide,2022/6/15 19:49:42,2022/6/15 19:58:39,Sun,30
166,retest information,2022/6/15 19:58:39,2022/6/15 20:03:44,Wang,60
166,fingerprint collection,2022/6/15 20:03:44,2022/6/15 20:07:23,Qi,70
166,face collection,2022/6/15 20:04:23,2022/6/15 20:10:28,Zheng,70
166,face collection,2022/6/15 20:11:23,2022/6/15 20:16:28,Zheng,70
166,decide,2022/6/15 20:17:12,2022/6/15 20:25:32,Sun,30
166,verify,2022/6/15 20:25:32,2022/6/15 20:29:55,Liu,40
166,pay the fees,2022/6/15 20:29:55,2022/6/15 20:33:45,Gao,20
186,register,2022/6/15 23:54:00,2022/6/16 0:04:00,Lee,40
186,face collection,2022/6/16 0:04:00,2022/6/16 0:10:01,Wu,70
186,fingerprint collection,2022/6/16 0:04:00,2022/6/16 0:07:08,Qi,70
186,decide,2022/6/16 0:10:01,2022/6/16 0:18:49,Sun,30
186,retest information,2022/6/16 0:18:49,2022/6/16 0:24:03,Wang,60
186,fingerprint collection,2022/6/16 0:24:03,2022/6/16 0:28:13,Zheng,70
186,face collection,2022/6/16 0:26:06,2022/6/16 0:32:42,Qi,70
186,decide,2022/6/16 0:37:20,2022/6/16 0:43:51,Sun,30
186,verify,2022/6/16 0:43:51,2022/6/16 0:48:13,Gao,40
186,pay the fees,2022/6/16 0:48:13,2022/6/16 0:53:01,Zhao,20
107,register,2022/6/13 23:04:39,2022/6/13 23:11:40,Wang,40
107,face collection,2022/6/13 23:11:40,2022/6/13 23:17:36,Wu,70
107,fingerprint collection,2022/6/13 23:11:40,2022/6/13 23:15:40,Zheng,70
107,decide,2022/6/13 23:17:36,2022/6/13 23:23:28,Sun,30
107,verify,2022/6/13 23:23:28,2022/6/13 23:29:00,Liu,40
107,pay the fees,2022/6/13 23:29:00,2022/6/13 23:32:36,Gao,20
671,register,2022/7/4 20:49:44,2022/7/4 20:56:34,Wang,40
671,face collection,2022/7/4 20:56:34,2022/7/4 21:02:44,Zheng,70
671,fingerprint collection,2022/7/4 20:59:32,2022/7/4 21:02:34,Wu,70
671,decide,2022/7/4 21:11:24,2022/7/4 21:17:22,Sun,30
671,verify,2022/7/4 21:17:22,2022/7/4 21:21:36,Liu,40
671,pay the fees,2022/7/4 21:21:36,2022/7/4 21:26:23,Zhao,20
679,register,2022/7/4 22:32:05,2022/7/4 22:37:25,Lee,40
679,face collection,2022/7/4 22:37:25,2022/7/4 22:43:14,Zheng,70
679,fingerprint collection,2022/7/4 22:37:25,2022/7/4 22:41:38,Qi,70
679,decide,2022/7/4 22:43:14,2022/7/4 22:50:26,Sun,30
679,verify,2022/7/4 22:50:26,2022/7/4 22:54:47,Zhao,40
679,pay the fees,2022/7/4 22:54:47,2022/7/4 22:58:21,Gao,20
693,register,2022/7/5 17:19:46,2022/7/5 17:25:05,Lee,40
693,face collection,2022/7/5 17:25:05,2022/7/5 17:31:03,Qi,70
693,fingerprint collection,2022/7/5 17:25:05,2022/7/5 17:29:19,Zheng,70
693,decide,2022/7/5 17:31:03,2022/7/5 17:39:48,Sun,30
693,verify,2022/7/5 17:39:48,2022/7/5 17:43:58,Gao,40
693,pay the fees,2022/7/5 17:43:58,2022/7/5 17:47:24,Liu,20
99,register,2022/6/13 21:25:22,2022/6/13 21:32:13,Wang,40
99,face collection,2022/6/13 21:32:13,2022/6/13 21:38:41,Qi,70
99,fingerprint collection,2022/6/13 21:32:13,2022/6/13 21:35:36,Wu,70
99,decide,2022/6/13 21:38:41,2022/6/13 21:46:03,Sun,30
99,pay the fees,2022/6/13 21:51:38,2022/6/13 21:55:58,Liu,20
35,register,2022/6/10 0:07:05,2022/6/10 0:15:34,Wang,40
35,face collection,2022/6/10 0:15:34,2022/6/10 0:21:32,Wu,70
35,fingerprint collection,2022/6/10 0:15:34,2022/6/10 0:19:24,Qi,70
35,decide,2022/6/10 0:21:32,2022/6/10 0:31:07,Sun,30
35,leave,2022/6/10 0:31:07,2022/6/10 0:34:19,Zhou,10
220,register,2022/6/16 22:48:33,2022/6/16 22:55:57,Lee,40
220,face collection,2022/6/16 22:55:57,2022/6/16 23:01:07,Qi,70
220,fingerprint collection,2022/6/16 22:55:57,2022/6/16 23:00:46,Zheng,70
220,decide,2022/6/16 23:01:07,2022/6/16 23:09:00,Sun,30
220,verify,2022/6/16 23:09:00,2022/6/16 23:13:24,Gao,40
220,pay the fees,2022/6/16 23:13:24,2022/6/16 23:17:20,Zhao,20
792,face collection,2022/7/7 22:01:23,2022/7/7 22:07:45,Zheng,70
792,fingerprint collection,2022/7/7 22:01:23,2022/7/7 22:05:06,Qi,70
792,decide,2022/7/7 22:07:45,2022/7/7 22:16:30,Sun,30
792,verify,2022/7/7 22:16:30,2022/7/7 22:21:47,Zhao,40
792,pay the fees,2022/7/7 22:21:47,2022/7/7 22:25:53,Gao,20
32,register,2022/6/9 23:32:39,2022/6/9 23:38:28,Lee,40
32,face collection,2022/6/9 23:38:28,2022/6/9 23:44:11,Zheng,70
32,fingerprint collection,2022/6/9 23:38:28,2022/6/9 23:41:34,Qi,70
32,decide,2022/6/9 23:56:27,2022/6/10 0:02:29,Sun,30
32,verify,2022/6/10 0:02:29,2022/6/10 0:08:04,Gao,40
32,pay the fees,2022/6/10 0:08:04,2022/6/10 0:11:09,Zhao,20
102,register,2022/6/13 22:01:42,2022/6/13 22:06:51,Wang,40
102,face collection,2022/6/13 22:06:51,2022/6/13 22:11:53,Qi,70
102,fingerprint collection,2022/6/13 22:06:51,2022/6/13 22:11:31,Zheng,70
102,decide,2022/6/13 22:14:33,2022/6/13 22:21:49,Sun,30
102,verify,2022/6/13 22:21:49,2022/6/13 22:26:20,Zhao,40
102,pay the fees,2022/6/13 22:26:20,2022/6/13 22:30:35,Liu,20
696,register,2022/7/5 17:58:45,2022/7/5 18:07:01,Wang,40
696,face collection,2022/7/5 18:07:01,2022/7/5 18:13:42,Wu,70
696,fingerprint collection,2022/7/5 18:07:01,2022/7/5 18:10:22,Zheng,70
696,decide,2022/7/5 18:13:42,2022/7/5 18:19:19,Sun,30
696,verify,2022/7/5 18:19:19,2022/7/5 18:25:03,Liu,40
696,pay the fees,2022/7/5 18:25:03,2022/7/5 18:28:36,Zhao,20
282,register,2022/6/20 19:48:30,2022/6/20 19:56:53,Lee,40
282,face collection,2022/6/20 19:56:53,2022/6/20 20:02:25,Wu,70
282,fingerprint collection,2022/6/20 19:56:53,2022/6/20 20:01:31,Zheng,70
282,decide,2022/6/20 20:02:25,2022/6/20 20:08:08,Sun,30
282,pay the fees,2022/6/20 20:12:44,2022/6/20 20:16:19,Gao,20
10,face collection,2022/6/9 19:07:57,2022/6/9 19:14:09,Wu,70
10,fingerprint collection,2022/6/9 19:07:57,2022/6/9 19:10:59,Qi,70
10,fingerprint collection,2022/6/9 19:11:57,2022/6/9 19:14:59,Qi,70
10,decide,2022/6/9 19:15:15,2022/6/9 19:20:36,Sun,30
10,verify,2022/6/9 19:20:36,2022/6/9 19:26:16,Gao,40
10,pay the fees,2022/6/9 19:26:16,2022/6/9 19:29:36,Zhao,20
586,register,2022/6/30 19:13:42,2022/6/30 19:21:03,Lee,40
586,face collection,2022/6/30 19:21:03,2022/6/30 19:27:40,Qi,70
586,fingerprint collection,2022/6/30 19:21:03,2022/6/30 19:24:55,Zheng,70
586,decide,2022/6/30 19:27:40,2022/6/30 19:33:29,Sun,30
586,verify,2022/6/30 19:33:29,2022/6/30 19:39:16,Gao,40
586,pay the fees,2022/6/30 19:39:16,2022/6/30 19:43:51,Liu,20
80,register,2022/6/13 17:25:18,2022/6/13 17:34:09,Lee,40
80,face collection,2022/6/13 17:34:09,2022/6/13 17:40:32,Wu,70
80,fingerprint collection,2022/6/13 17:34:09,2022/6/13 17:38:01,Qi,70
80,decide,2022/6/13 17:40:32,2022/6/13 17:49:54,Sun,30
80,verify,2022/6/13 17:49:54,2022/6/13 17:55:06,Gao,40
80,pay the fees,2022/6/13 17:55:06,2022/6/13 17:58:31,Zhao,20
544,register,2022/6/29 18:40:40,2022/6/29 18:49:30,Lee,40
544,face collection,2022/6/29 18:49:30,2022/6/29 18:54:42,Zheng,70
544,fingerprint collection,2022/6/29 18:49:30,2022/6/29 18:52:40,Wu,70
544,decide,2022/6/29 18:54:42,2022/6/29 19:02:57,Sun,30
544,leave,2022/6/29 19:02:57,2022/6/29 19:06:37,Zhou,10
927,face collection,2022/7/13 17:39:09,2022/7/13 17:45:17,Qi,70
927,fingerprint collection,2022/7/13 17:39:09,2022/7/13 17:42:20,Zheng,70
927,decide,2022/7/13 17:45:17,2022/7/13 17:50:49,Sun,30
927,verify,2022/7/13 17:50:49,2022/7/13 17:54:55,Zhao,40
927,pay the fees,2022/7/13 17:54:55,2022/7/13 17:58:28,Gao,20
276,register,2022/6/20 18:30:37,2022/6/20 18:37:22,Wang,40
276,face collection,2022/6/20 18:37:22,2022/6/20 18:43:27,Qi,70
276,fingerprint collection,2022/6/20 18:37:22,2022/6/20 18:41:01,Wu,70
276,fingerprint collection,2022/6/20 18:42:22,2022/6/20 18:46:01,Wu,70
276,decide,2022/6/20 18:46:48,2022/6/20 18:56:25,Sun,30
276,retest information,2022/6/20 18:56:25,2022/6/20 19:02:51,Lee,60
276,fingerprint collection,2022/6/20 19:02:51,2022/6/20 19:06:17,Qi,70
276,face collection,2022/6/20 19:02:51,2022/6/20 19:07:52,Wu,70
276,decide,2022/6/20 19:07:52,2022/6/20 19:15:37,Sun,30
276,verify,2022/6/20 19:15:37,2022/6/20 19:20:22,Liu,40
276,pay the fees,2022/6/20 19:20:22,2022/6/20 19:24:56,Zhao,20
502,register,2022/6/28 17:41:29,2022/6/28 17:48:59,Wang,40
502,face collection,2022/6/28 17:48:59,2022/6/28 17:55:52,Zheng,70
502,fingerprint collection,2022/6/28 17:48:59,2022/6/28 17:53:31,Qi,70
502,decide,2022/6/28 17:55:52,2022/6/28 18:04:26,Sun,30
502,retest information,2022/6/28 18:04:26,2022/6/28 18:10:53,Wang,60
502,fingerprint collection,2022/6/28 18:10:53,2022/6/28 18:15:21,Zheng,70
502,face collection,2022/6/28 18:10:53,2022/6/28 18:17:13,Qi,70
502,decide,2022/6/28 18:17:13,2022/6/28 18:23:37,Sun,30
502,retest information,2022/6/28 18:23:37,2022/6/28 18:29:51,Wang,60
502,fingerprint collection,2022/6/28 18:29:51,2022/6/28 18:33:47,Wu,70
502,face collection,2022/6/28 18:29:51,2022/6/28 18:35:11,Qi,70
502,decide,2022/6/28 18:47:12,2022/6/28 18:55:23,Sun,30
502,retest information,2022/6/28 18:55:23,2022/6/28 19:01:08,Wang,60
502,fingerprint collection,2022/6/28 19:01:08,2022/6/28 19:04:23,Wu,70
502,face collection,2022/6/28 19:01:08,2022/6/28 19:07:05,Qi,70
502,decide,2022/6/28 19:19:56,2022/6/28 19:26:54,Sun,30
502,verify,2022/6/28 19:26:54,2022/6/28 19:32:50,Zhao,40
502,pay the fees,2022/6/28 19:32:50,2022/6/28 19:36:06,Gao,20
355,register,2022/6/22 19:03:15,2022/6/22 19:13:02,Lee,40
355,face collection,2022/6/22 19:13:02,2022/6/22 19:19:37,Wu,70
355,fingerprint collection,2022/6/22 19:13:02,2022/6/22 19:17:06,Zheng,70
355,decide,2022/6/22 19:19:37,2022/6/22 19:24:38,Sun,30
355,pay the fees,2022/6/22 19:29:26,2022/6/22 19:34:02,Zhao,20
397,register,2022/6/23 19:36:17,2022/6/23 19:42:10,Wang,40
397,face collection,2022/6/23 19:42:10,2022/6/23 19:48:30,Qi,70
397,fingerprint collection,2022/6/23 19:42:10,2022/6/23 19:46:04,Zheng,70
397,decide,2022/6/23 19:48:30,2022/6/23 19:55:15,Sun,30
397,retest information,2022/6/23 19:55:15,2022/6/23 20:02:15,Wang,60
397,fingerprint collection,2022/6/23 20:02:15,2022/6/23 20:05:41,Qi,70
397,face collection,2022/6/23 20:02:15,2022/6/23 20:07:53,Zheng,70
397,decide,2022/6/23 20:10:13,2022/6/23 20:15:25,Sun,30
397,verify,2022/6/23 20:15:25,2022/6/23 20:19:53,Zhao,40
397,pay the fees,2022/6/23 20:19:53,2022/6/23 20:24:50,Gao,20
969,register,2022/7/14 18:30:42,2022/7/14 18:35:57,Lee,40
969,face collection,2022/7/14 18:35:57,2022/7/14 18:41:38,Zheng,70
969,fingerprint collection,2022/7/14 18:35:57,2022/7/14 18:39:58,Qi,70
969,decide,2022/7/14 18:43:04,2022/7/14 18:52:11,Sun,30
969,verify,2022/7/14 18:52:11,2022/7/14 18:56:56,Zhao,40
969,pay the fees,2022/7/14 18:56:56,2022/7/14 19:00:22,Gao,20
234,register,2022/6/17 17:46:39,2022/6/17 17:51:48,Lee,40
234,face collection,2022/6/17 17:51:48,2022/6/17 17:58:17,Wu,70
234,fingerprint collection,2022/6/17 17:53:19,2022/6/17 17:57:32,Qi,70
234,decide,2022/6/17 18:03:07,2022/6/17 18:10:59,Sun,30
234,verify,2022/6/17 18:10:59,2022/6/17 18:16:46,Liu,40
234,pay the fees,2022/6/17 18:16:46,2022/6/17 18:20:08,Gao,20
775,register,2022/7/7 18:16:36,2022/7/7 18:24:57,Lee,40
775,face collection,2022/7/7 18:24:57,2022/7/7 18:31:01,Zheng,70
775,fingerprint collection,2022/7/7 18:24:57,2022/7/7 18:29:51,Wu,70
775,decide,2022/7/7 18:33:35,2022/7/7 18:38:37,Sun,30
775,leave,2022/7/7 18:38:37,2022/7/7 18:41:53,Zhou,10
733,register,2022/7/6 17:42:34,2022/7/6 17:52:08,Wang,40
733,face collection,2022/7/6 17:52:08,2022/7/6 17:57:36,Wu,70
733,fingerprint collection,2022/7/6 17:52:08,2022/7/6 17:55:59,Qi,70
733,decide,2022/7/6 17:57:36,2022/7/6 18:03:57,Sun,30
733,verify,2022/7/6 18:03:57,2022/7/6 18:09:04,Zhao,40
733,pay the fees,2022/7/6 18:09:04,2022/7/6 18:12:20,Gao,20
961,register,2022/7/14 0:50:09,2022/7/14 0:59:11,Wang,40
961,face collection,2022/7/14 0:59:11,2022/7/14 17:05:49,Wu,70
961,fingerprint collection,2022/7/14 0:59:11,2022/7/14 17:02:30,Zheng,70
961,decide,2022/7/14 17:05:49,2022/7/14 17:13:57,Sun,30
961,pay the fees,2022/7/14 17:18:53,2022/7/14 17:22:42,Liu,20
465,register,2022/6/27 17:50:57,2022/6/27 17:59:00,Lee,40
465,face collection,2022/6/27 17:59:00,2022/6/27 18:05:29,Zheng,70
465,fingerprint collection,2022/6/27 17:59:00,2022/6/27 18:03:01,Qi,70
465,decide,2022/6/27 18:05:29,2022/6/27 18:13:11,Sun,30
465,verify,2022/6/27 18:13:11,2022/6/27 18:17:23,Zhao,40
465,pay the fees,2022/6/27 18:17:23,2022/6/27 18:21:43,Liu,20
423,register,2022/6/24 0:58:40,2022/6/24 17:04:27,Lee,40
423,face collection,2022/6/24 17:04:27,2022/6/24 17:10:24,Wu,70
423,fingerprint collection,2022/6/24 17:04:27,2022/6/24 17:08:30,Zheng,70
423,fingerprint collection,2022/6/24 17:09:27,2022/6/24 17:13:30,Zheng,70
423,decide,2022/6/24 17:15:01,2022/6/24 17:20:51,Sun,30
423,leave,2022/6/24 17:20:51,2022/6/24 17:24:11,Zhou,10
476,register,2022/6/27 20:12:08,2022/6/27 20:21:58,Lee,40
476,face collection,2022/6/27 20:21:58,2022/6/27 20:28:44,Qi,70
476,fingerprint collection,2022/6/27 20:21:58,2022/6/27 20:25:28,Zheng,70
476,decide,2022/6/27 20:28:44,2022/6/27 20:34:20,Sun,30
476,verify,2022/6/27 20:34:20,2022/6/27 20:40:09,Zhao,40
476,pay the fees,2022/6/27 20:40:09,2022/6/27 20:44:07,Gao,20
848,register,2022/7/11 17:32:06,2022/7/11 17:38:53,Wang,40
848,face collection,2022/7/11 17:38:53,2022/7/11 17:44:37,Qi,70
848,fingerprint collection,2022/7/11 17:40:59,2022/7/11 17:44:12,Wu,70
848,fingerprint collection,2022/7/11 17:45:59,2022/7/11 17:50:12,Wu,70
848,decide,2022/7/11 17:52:50,2022/7/11 17:57:51,Sun,30
848,verify,2022/7/11 17:57:51,2022/7/11 18:03:24,Gao,40
848,pay the fees,2022/7/11 18:03:24,2022/7/11 18:07:40,Liu,20
975,register,2022/7/14 19:49:26,2022/7/14 19:54:38,Lee,40
975,face collection,2022/7/14 19:54:38,2022/7/14 19:59:41,Wu,70
975,fingerprint collection,2022/7/14 19:54:38,2022/7/14 19:58:39,Zheng,70
975,decide,2022/7/14 19:59:41,2022/7/14 20:07:40,Sun,30
975,verify,2022/7/14 20:07:40,2022/7/14 20:12:36,Liu,40
975,pay the fees,2022/7/14 20:12:36,2022/7/14 20:16:33,Zhao,20
806,register,2022/7/8 0:46:33,2022/7/8 0:54:29,Wang,40
806,face collection,2022/7/8 0:54:29,2022/7/8 17:00:08,Zheng,70
806,fingerprint collection,2022/7/8 0:54:29,2022/7/8 0:58:17,Wu,70
806,decide,2022/7/8 17:00:36,2022/7/8 17:05:51,Sun,30
806,verify,2022/7/8 17:05:51,2022/7/8 17:10:40,Gao,40
806,pay the fees,2022/7/8 17:10:40,2022/7/8 17:13:42,Liu,20
434,register,2022/6/24 19:11:00,2022/6/24 19:17:46,Lee,40
434,face collection,2022/6/24 19:17:46,2022/6/24 19:23:42,Qi,70
434,fingerprint collection,2022/6/24 19:17:46,2022/6/24 19:22:34,Wu,70
434,decide,2022/6/24 19:23:42,2022/6/24 19:29:47,Sun,30
434,verify,2022/6/24 19:29:47,2022/6/24 19:34:12,Zhao,40
434,pay the fees,2022/6/24 19:34:12,2022/6/24 19:38:25,Liu,20
313,register,2022/6/21 18:11:46,2022/6/21 18:19:03,Lee,40
313,face collection,2022/6/21 18:19:03,2022/6/21 18:25:11,Zheng,70
313,fingerprint collection,2022/6/21 18:19:03,2022/6/21 18:22:26,Wu,70
313,fingerprint collection,2022/6/21 18:23:03,2022/6/21 18:29:26,Wu,70
313,decide,2022/6/21 18:31:19,2022/6/21 18:39:04,Sun,30
313,verify,2022/6/21 18:39:04,2022/6/21 18:45:01,Zhao,40
313,pay the fees,2022/6/21 18:45:01,2022/6/21 18:48:03,Liu,20
896,face collection,2022/7/12 19:34:52,2022/7/12 19:41:19,Qi,70
896,fingerprint collection,2022/7/12 19:34:52,2022/7/12 19:38:49,Wu,70
896,decide,2022/7/12 19:41:19,2022/7/12 19:48:17,Sun,30
896,pay the fees,2022/7/12 19:52:22,2022/7/12 19:56:39,Liu,20
854,register,2022/7/11 18:49:57,2022/7/11 18:59:51,Wang,40
854,face collection,2022/7/11 18:59:51,2022/7/11 19:06:04,Zheng,70
854,fingerprint collection,2022/7/11 18:59:51,2022/7/11 19:03:33,Wu,70
854,decide,2022/7/11 19:06:04,2022/7/11 19:12:11,Sun,30
854,verify,2022/7/11 19:12:11,2022/7/11 19:16:48,Gao,40
854,pay the fees,2022/7/11 19:16:48,2022/7/11 19:20:04,Liu,20
302,register,2022/6/21 0:01:06,2022/6/21 0:09:21,Lee,40
302,face collection,2022/6/21 0:09:21,2022/6/21 0:16:21,Qi,70
302,fingerprint collection,2022/6/21 0:09:21,2022/6/21 0:13:29,Wu,70
302,decide,2022/6/21 0:18:21,2022/6/21 0:23:55,Sun,30
302,retest information,2022/6/21 0:23:55,2022/6/21 0:29:21,Wang,60
302,fingerprint collection,2022/6/21 0:29:21,2022/6/21 0:33:39,Qi,70
302,face collection,2022/6/21 0:29:21,2022/6/21 0:36:21,Wu,70
302,decide,2022/6/21 0:36:21,2022/6/21 0:41:43,Sun,30
302,verify,2022/6/21 0:41:43,2022/6/21 0:46:44,Liu,40
302,pay the fees,2022/6/21 0:46:44,2022/6/21 0:51:09,Zhao,20
812,register,2022/7/8 18:01:39,2022/7/8 18:08:03,Wang,40
812,face collection,2022/7/8 18:08:03,2022/7/8 18:13:37,Zheng,70
812,fingerprint collection,2022/7/8 18:08:03,2022/7/8 18:12:06,Wu,70
812,decide,2022/7/8 18:13:37,2022/7/8 18:18:40,Sun,30
812,verify,2022/7/8 18:18:40,2022/7/8 18:23:47,Zhao,40
812,pay the fees,2022/7/8 18:23:47,2022/7/8 18:26:51,Gao,20
727,register,2022/7/6 0:25:58,2022/7/6 0:31:23,Wang,40
727,face collection,2022/7/6 0:31:23,2022/7/6 0:36:46,Wu,70
727,fingerprint collection,2022/7/6 0:31:23,2022/7/6 0:35:58,Qi,70
727,fingerprint collection,2022/7/6 0:36:23,2022/7/6 0:42:58,Qi,70
727,decide,2022/7/6 0:43:28,2022/7/6 0:50:13,Sun,30
727,verify,2022/7/6 0:50:13,2022/7/6 0:55:35,Liu,40
727,pay the fees,2022/7/6 0:55:35,2022/7/6 0:59:59,Zhao,20
769,register,2022/7/7 17:00:54,2022/7/7 17:10:11,Lee,40
769,face collection,2022/7/7 17:10:11,2022/7/7 17:16:24,Qi,70
769,fingerprint collection,2022/7/7 17:10:11,2022/7/7 17:14:05,Wu,70
769,decide,2022/7/7 17:16:24,2022/7/7 17:26:01,Sun,30
769,leave,2022/7/7 17:26:01,2022/7/7 17:29:30,Zhou,10
840,register,2022/7/8 23:59:23,2022/7/9 0:08:38,Lee,40
840,face collection,2022/7/9 0:08:38,2022/7/9 0:13:41,Wu,70
840,fingerprint collection,2022/7/9 0:08:38,2022/7/9 0:13:15,Zheng,70
840,decide,2022/7/9 0:13:41,2022/7/9 0:18:52,Sun,30
840,leave,2022/7/9 0:18:52,2022/7/9 0:22:09,Zhou,10
172,register,2022/6/15 20:52:58,2022/6/15 20:59:28,Lee,40
172,face collection,2022/6/15 20:59:28,2022/6/15 21:04:46,Wu,70
172,fingerprint collection,2022/6/15 20:59:28,2022/6/15 21:04:11,Qi,70
172,decide,2022/6/15 21:04:46,2022/6/15 21:10:22,Sun,30
172,pay the fees,2022/6/15 21:14:40,2022/6/15 21:18:43,Liu,20
916,register,2022/7/12 23:27:54,2022/7/12 23:35:04,Wang,40
916,face collection,2022/7/12 23:35:04,2022/7/12 23:41:33,Wu,70
916,fingerprint collection,2022/7/12 23:35:04,2022/7/12 23:38:28,Zheng,70
916,decide,2022/7/12 23:47:48,2022/7/12 23:55:38,Sun,30
