case,Activity,startTime,completeTime,org:resource,fixedCost
49,take classes,2022/6/30 17:52:17,2022/6/30 18:26:58,Zuri,60
49,examine,2022/7/8 17:50:46,2022/7/8 18:53:50,Wash,90
49,pass,2022/7/8 18:53:50,2022/7/8 20:01:35,Lafeu,80
394,publish courses,2022/7/14 18:10:55,2022/7/14 18:20:39,Timea,40
394,select courses,2022/7/25 22:33:24,2022/7/25 22:55:51,Ailill,30
394,pay a fee,2022/7/27 0:13:46,2022/7/27 0:27:48,Timea,70
394,take classes,2022/7/29 19:55:47,2022/7/29 20:18:46,Zuri,60
394,examine,2022/10/6 21:44:44,2022/10/6 23:26:58,Wash,90
394,pass,2022/10/6 23:26:58,2022/10/7 0:46:24,Lafeu,80
279,publish courses,2022/7/8 19:08:33,2022/7/8 19:17:19,Timea,40
279,select courses,2022/7/15 22:40:29,2022/7/15 23:02:55,Ailill,30
279,take classes,2022/7/20 19:38:48,2022/7/20 20:06:52,Zuri,60
279,examine,2022/9/7 19:08:05,2022/9/7 20:23:24,Wash,90
279,pass,2022/9/7 20:37:31,2022/9/7 21:46:16,Lafeu,80
350,publish courses,2022/7/12 22:27:29,2022/7/12 22:35:42,Timea,40
350,select courses,2022/7/21 20:08:04,2022/7/21 20:30:21,Ailill,30
350,pay a fee,2022/7/22 20:10:05,2022/7/22 20:24:23,Timea,70
350,take classes,2022/7/26 22:12:08,2022/7/26 22:34:19,Zuri,60
350,examine,2022/9/26 21:20:33,2022/9/26 23:17:02,Wash,90
350,pass,2022/9/26 23:17:02,2022/9/27 0:23:27,Lafeu,80
352,publish courses,2022/7/12 23:09:55,2022/7/12 23:18:34,Timea,40
352,select courses,2022/7/21 20:58:58,2022/7/21 21:19:50,Ailill,30
352,take classes,2022/7/26 22:59:05,2022/7/26 23:20:12,Zuri,60
352,examine,2022/9/27 0:51:25,2022/9/27 18:23:03,Wash,90
352,pass,2022/9/27 18:23:03,2022/9/27 19:38:42,Lafeu,80
237,publish courses,2022/7/6 23:30:37,2022/7/6 23:37:56,Timea,40
237,select courses,2022/7/13 21:00:52,2022/7/13 21:22:09,Ailill,30
237,pay a fee,2022/7/14 19:12:27,2022/7/14 19:24:28,Timea,70
237,take classes,2022/7/15 21:58:37,2022/7/15 22:37:04,Zuri,60
237,examine,2022/8/26 21:05:48,2022/8/26 22:31:12,Wash,90
237,retake the course,2022/8/26 22:31:12,2022/8/26 22:52:13,Macy,100
471,publish courses,2022/7/18 22:45:53,2022/7/18 22:54:58,Timea,40
471,select courses,2022/7/29 22:10:55,2022/7/29 22:38:24,Ailill,30
471,take classes,2022/8/5 18:25:27,2022/8/5 18:51:06,Zuri,60
471,examine,2022/10/27 19:20:41,2022/10/27 20:24:24,Wash,90
471,pass,2022/10/27 20:24:24,2022/10/27 21:43:49,Lafeu,80
809,publish courses,2022/8/3 0:25:43,2022/8/3 0:35:42,Timea,40
809,select courses,2022/8/24 19:13:53,2022/8/24 19:37:21,Ailill,30
809,take classes,2022/9/5 17:35:38,2022/9/5 18:14:16,Zuri,60
809,examine,2023/1/25 0:54:36,2023/1/25 18:47:42,Wash,90
809,pass,2023/1/25 18:47:42,2023/1/25 19:49:01,Lafeu,80
460,publish courses,2022/7/18 19:39:17,2022/7/18 19:49:08,Timea,40
460,select courses,2022/7/29 17:44:26,2022/7/29 18:13:12,Ailill,30
460,pay a fee,2022/8/1 21:57:19,2022/8/1 22:11:27,Timea,70
460,take classes,2022/8/4 20:53:44,2022/8/4 21:17:10,Zuri,60
460,examine,2022/10/25 0:38:35,2022/10/25 18:25:42,Wash,90
460,pass,2022/10/25 18:25:42,2022/10/25 19:31:53,Lafeu,80
462,publish courses,2022/7/18 20:09:51,2022/7/18 20:17:34,Timea,40
462,select courses,2022/7/29 18:33:58,2022/7/29 18:58:57,Ailill,30
462,take classes,2022/8/4 21:46:29,2022/8/4 22:13:37,Zuri,60
462,examine,2022/10/25 19:44:36,2022/10/25 21:37:14,Wash,90
462,retake the course,2022/10/25 21:37:14,2022/10/25 21:57:42,Macy,100
815,publish courses,2022/8/3 17:59:44,2022/8/3 18:06:51,Timea,40
815,select courses,2022/8/24 21:45:14,2022/8/24 22:09:05,Ailill,30
815,pay a fee,2022/8/24 22:09:05,2022/8/24 22:21:31,Timea,70
815,take classes,2022/9/5 20:19:57,2022/9/5 20:41:52,Zuri,60
815,examine,2023/1/26 17:16:41,2023/1/26 19:05:49,Wash,90
815,pass,2023/1/26 19:05:49,2023/1/26 20:22:51,Lafeu,80
817,publish courses,2022/8/3 18:27:02,2022/8/3 18:34:44,Timea,40
817,select courses,2022/8/24 22:33:04,2022/8/24 23:01:40,Ailill,30
817,pay a fee,2022/8/24 23:01:40,2022/8/24 23:13:30,Timea,70
817,take classes,2022/9/5 21:12:46,2022/9/5 21:46:34,Zuri,60
817,examine,2023/1/26 20:46:43,2023/1/26 22:04:22,Wash,90
817,pass,2023/1/26 22:04:22,2023/1/26 23:14:54,Lafeu,80
801,publish courses,2022/8/2 22:14:29,2022/8/2 22:21:50,Timea,40
801,select courses,2022/8/23 23:59:19,2022/8/24 0:26:40,Ailill,30
801,take classes,2022/9/2 21:46:48,2022/9/2 22:18:27,Zuri,60
801,examine,2023/1/23 19:41:19,2023/1/23 21:34:22,Wash,90
801,pass,2023/1/23 21:34:22,2023/1/23 22:44:52,Lafeu,80
347,publish courses,2022/7/12 21:48:23,2022/7/12 21:57:34,Timea,40
347,select courses,2022/7/21 18:50:23,2022/7/21 19:15:03,Ailill,30
347,pay a fee,2022/7/22 18:54:59,2022/7/22 19:07:54,Timea,70
347,take classes,2022/7/26 20:55:25,2022/7/26 21:21:28,Zuri,60
347,examine,2022/9/26 17:05:12,2022/9/26 18:29:13,Wash,90
347,pass,2022/9/26 18:29:13,2022/9/26 19:48:05,Lafeu,80
389,publish courses,2022/7/14 17:01:23,2022/7/14 17:10:04,Timea,40
389,select courses,2022/7/25 20:23:51,2022/7/25 20:44:00,Ailill,30
389,take classes,2022/7/29 17:13:33,2022/7/29 17:35:51,Zuri,60
389,examine,2022/10/5 22:47:10,2022/10/6 0:01:48,Wash,90
389,pass,2022/10/6 0:01:48,2022/10/6 17:07:32,Lafeu,80
803,publish courses,2022/8/2 22:45:58,2022/8/2 22:53:52,Timea,40
803,select courses,2022/8/24 0:49:22,2022/8/24 17:09:32,Ailill,30
803,pay a fee,2022/8/24 17:09:32,2022/8/24 17:20:08,Timea,70
803,take classes,2022/9/2 22:42:05,2022/9/2 23:06:55,Zuri,60
803,examine,2023/1/23 23:21:07,2023/1/24 17:19:48,Wash,90
803,pass,2023/1/24 17:19:48,2023/1/24 18:28:59,Lafeu,80
349,publish courses,2022/7/12 22:18:30,2022/7/12 22:27:29,Timea,40
349,select courses,2022/7/21 19:43:15,2022/7/21 20:08:04,Ailill,30
349,take classes,2022/7/26 21:48:57,2022/7/26 22:12:08,Zuri,60
349,examine,2022/9/26 19:34:48,2022/9/26 21:20:33,Wash,90
349,pass,2022/9/26 21:20:33,2022/9/26 22:49:23,Lafeu,80
358,publish courses,2022/7/13 0:36:43,2022/7/13 0:45:12,Timea,40
358,select courses,2022/7/21 23:23:46,2022/7/21 23:47:25,Ailill,30
358,take classes,2022/7/27 17:48:48,2022/7/27 18:20:30,Zuri,60
358,examine,2022/9/28 17:11:39,2022/9/28 19:07:13,Wash,90
358,pass,2022/9/28 19:07:13,2022/9/28 20:19:54,Lafeu,80
473,publish courses,2022/7/18 23:16:20,2022/7/18 23:24:20,Timea,40
473,select courses,2022/7/29 23:06:13,2022/7/29 23:27:34,Ailill,30
473,take classes,2022/8/5 19:18:22,2022/8/5 19:53:14,Zuri,60
473,examine,2022/10/27 22:15:23,2022/10/27 23:30:51,Wash,90
473,pass,2022/10/27 23:38:10,2022/10/28 0:49:43,Lafeu,80
705,publish courses,2022/7/28 20:46:56,2022/7/28 20:55:42,Timea,40
705,select courses,2022/8/16 23:28:27,2022/8/16 23:48:30,Ailill,30
705,pay a fee,2022/8/16 23:48:30,2022/8/17 0:00:05,Timea,70
705,take classes,2022/8/25 21:53:45,2022/8/25 22:15:35,Zuri,60
705,examine,2022/12/28 19:01:16,2022/12/28 20:29:15,Wash,90
705,pass,2022/12/28 20:29:15,2022/12/28 21:37:19,Lafeu,80
707,publish courses,2022/7/28 21:29:56,2022/7/28 21:37:02,Timea,40
707,select courses,2022/8/17 0:09:10,2022/8/17 0:32:58,Ailill,30
707,take classes,2022/8/25 22:43:48,2022/8/25 23:05:52,Zuri,60
707,examine,2022/12/28 21:53:54,2022/12/28 23:49:55,Wash,90
707,pass,2022/12/28 23:49:55,2022/12/29 17:08:55,Lafeu,80
150,publish courses,2022/7/2 0:58:37,2022/7/4 17:08:20,Timea,40
150,select courses,2022/7/7 0:43:09,2022/7/7 17:12:22,Ailill,30
150,pay a fee,2022/7/7 20:34:49,2022/7/7 20:49:47,Timea,70
150,take classes,2022/7/8 19:14:08,2022/7/8 19:40:38,Zuri,60
150,examine,2022/8/4 17:50:09,2022/8/4 19:07:04,Wash,90
150,pass,2022/8/4 19:17:47,2022/8/4 20:28:21,Lafeu,80
152,publish courses,2022/7/4 17:39:13,2022/7/4 17:47:38,Timea,40
152,select courses,2022/7/7 17:42:21,2022/7/7 18:08:34,Ailill,30
152,pay a fee,2022/7/7 21:38:11,2022/7/7 21:50:39,Timea,70
152,take classes,2022/7/8 20:11:22,2022/7/8 20:49:52,Zuri,60
152,examine,2022/8/4 21:04:05,2022/8/4 22:18:28,Wash,90
152,retake the course,2022/8/4 22:18:28,2022/8/4 22:38:40,Keysha,100
158,publish courses,2022/7/4 19:21:29,2022/7/4 19:31:22,Timea,40
158,select courses,2022/7/7 20:16:17,2022/7/7 20:41:18,Ailill,30
158,take classes,2022/7/8 23:10:56,2022/7/8 23:50:41,Zuri,60
158,examine,2022/8/5 21:47:18,2022/8/5 23:37:04,Wash,90
158,pass,2022/8/5 23:37:04,2022/8/6 0:37:56,Lafeu,80
687,publish courses,2022/7/28 0:07:17,2022/7/28 0:16:18,Timea,40
687,select courses,2022/8/16 0:00:03,2022/8/16 0:16:17,Ailill,30
687,pay a fee,2022/8/16 0:18:17,2022/8/16 0:36:28,Timea,70
687,take classes,2022/8/24 20:42:12,2022/8/24 21:07:45,Zuri,60
687,examine,2022/12/22 21:43:59,2022/12/22 23:23:26,Wash,90
687,pass,2022/12/22 23:23:26,2022/12/23 0:53:10,Lafeu,80
177,publish courses,2022/7/4 23:57:06,2022/7/5 0:04:24,Timea,40
177,select courses,2022/7/8 20:09:49,2022/7/8 20:36:53,Ailill,30
177,pay a fee,2022/7/9 0:34:15,2022/7/9 0:46:39,Timea,70
177,take classes,2022/7/12 0:49:36,2022/7/12 17:20:46,Zuri,60
177,examine,2022/8/11 19:47:02,2022/8/11 21:46:01,Wash,90
177,retake the course,2022/8/11 21:46:01,2022/8/11 22:08:47,Macy,100
116,publish courses,2022/7/1 0:07:57,2022/7/1 0:17:35,Timea,40
116,select courses,2022/7/5 18:19:07,2022/7/5 18:43:57,Ailill,30
116,pay a fee,2022/7/5 21:26:18,2022/7/5 21:36:32,Timea,70
116,take classes,2022/7/6 18:13:58,2022/7/6 18:34:00,Zuri,60
116,examine,2022/7/27 0:58:13,2022/7/27 18:22:15,Wash,90
116,pass,2022/7/27 18:28:10,2022/7/27 19:32:56,Lafeu,80
133,publish courses,2022/7/1 20:35:57,2022/7/1 20:44:00,Timea,40
133,select courses,2022/7/6 17:29:32,2022/7/6 17:54:06,Ailill,30
133,select courses,2022/7/6 17:56:06,2022/7/6 18:54:06,Ailill,30
133,pay a fee,2022/7/6 20:47:25,2022/7/6 20:58:14,Timea,70
133,take classes,2022/7/7 18:26:17,2022/7/7 18:49:52,Zuri,60
133,examine,2022/7/30 0:45:44,2022/8/1 18:33:35,Wash,90
133,pass,2022/8/1 18:33:35,2022/8/1 19:47:38,Lafeu,80
175,publish courses,2022/7/4 23:30:43,2022/7/4 23:38:19,Timea,40
175,select courses,2022/7/8 19:15:50,2022/7/8 19:44:45,Ailill,30
175,pay a fee,2022/7/8 23:40:54,2022/7/8 23:53:16,Timea,70
175,take classes,2022/7/11 23:43:07,2022/7/12 0:11:36,Zuri,60
175,examine,2022/8/11 0:10:11,2022/8/11 17:50:39,Wash,90
175,pass,2022/8/11 17:50:39,2022/8/11 18:57:12,Lafeu,80
290,publish courses,2022/7/8 22:14:05,2022/7/8 22:23:01,Timea,40
290,select courses,2022/7/18 19:14:28,2022/7/18 19:39:00,Ailill,30
290,select courses,2022/7/18 19:40:00,2022/7/18 19:50:00,Ailill,30
290,pay a fee,2022/7/19 18:31:53,2022/7/19 18:44:35,Timea,70
290,take classes,2022/7/21 0:48:53,2022/7/21 17:09:30,Zuri,60
290,examine,2022/9/9 20:04:45,2022/9/9 21:29:22,Wash,90
290,pass,2022/9/9 21:30:32,2022/9/9 22:40:11,Lafeu,80
68,publish courses,2022/6/29 19:19:36,2022/6/29 19:27:57,Timea,40
68,select courses,2022/6/30 22:24:35,2022/6/30 22:46:52,Ailill,30
68,pay a fee,2022/7/1 0:38:17,2022/7/1 0:48:38,Timea,70
68,take classes,2022/7/1 19:17:53,2022/7/1 19:53:51,Zuri,60
68,examine,2022/7/13 23:04:54,2022/7/14 0:09:26,Wash,90
68,pass,2022/7/14 0:44:49,2022/7/14 18:05:46,Lafeu,80
110,publish courses,2022/6/30 22:38:20,2022/6/30 22:45:21,Timea,40
110,select courses,2022/7/4 23:52:44,2022/7/5 0:19:35,Ailill,30
110,pay a fee,2022/7/5 19:03:15,2022/7/5 19:13:32,Timea,70
110,take classes,2022/7/5 23:28:34,2022/7/5 23:56:04,Zuri,60
110,examine,2022/7/26 0:05:53,2022/7/26 17:36:41,Wash,90
110,pass,2022/7/26 17:36:41,2022/7/26 18:49:47,Lafeu,80
118,publish courses,2022/7/1 0:48:38,2022/7/1 0:57:45,Timea,40
118,select courses,2022/7/5 19:12:59,2022/7/5 19:39:30,Ailill,30
118,select courses,2022/7/5 19:43:30,2022/7/5 19:55:30,Ailill,30
118,pay a fee,2022/7/5 22:25:39,2022/7/5 22:35:58,Timea,70
118,take classes,2022/7/6 18:56:53,2022/7/6 19:35:09,Zuri,60
118,examine,2022/7/27 19:46:12,2022/7/27 21:26:30,Wash,90
118,pass,2022/7/27 21:26:30,2022/7/27 22:29:55,Lafeu,80
231,publish courses,2022/7/6 22:08:04,2022/7/6 22:16:01,Timea,40
231,select courses,2022/7/13 18:26:33,2022/7/13 18:48:00,Ailill,30
231,select courses,2022/7/13 18:50:00,2022/7/13 18:58:00,Ailill,30
231,pay a fee,2022/7/14 0:29:39,2022/7/14 0:40:49,Timea,70
231,take classes,2022/7/15 18:47:39,2022/7/15 19:23:53,Zuri,60
231,examine,2022/8/25 20:39:27,2022/8/25 21:49:44,Wash,90
231,pass,2022/8/25 21:49:44,2022/8/25 22:59:35,Lafeu,80
273,publish courses,2022/7/8 17:22:28,2022/7/8 17:31:40,Timea,40
273,select courses,2022/7/15 20:11:19,2022/7/15 20:35:02,Ailill,30
273,pay a fee,2022/7/18 19:00:30,2022/7/18 19:12:53,Timea,70
273,take classes,2022/7/20 0:30:57,2022/7/20 0:52:37,Zuri,60
273,examine,2022/9/6 18:25:45,2022/9/6 20:06:54,Wash,90
273,pass,2022/9/6 20:06:54,2022/9/6 21:28:19,Lafeu,80
296,publish courses,2022/7/8 23:53:16,2022/7/9 0:02:34,Timea,40
296,select courses,2022/7/18 21:46:09,2022/7/18 22:06:55,Ailill,30
296,pay a fee,2022/7/19 21:04:52,2022/7/19 21:15:20,Timea,70
296,take classes,2022/7/21 19:46:11,2022/7/21 20:16:50,Zuri,60
296,examine,2022/9/12 20:51:33,2022/9/12 22:00:31,Wash,90
296,retake the course,2022/9/12 22:00:31,2022/9/12 22:22:43,Macy,100
24,publish courses,2022/6/27 23:48:39,2022/6/27 23:56:43,Timea,40
24,select courses,2022/6/28 19:42:47,2022/6/28 20:08:29,Ailill,30
24,pay a fee,2022/6/28 20:45:49,2022/6/28 21:00:37,Timea,70
24,take classes,2022/6/28 21:19:38,2022/6/28 21:44:54,Zuri,60
24,examine,2022/7/1 21:42:23,2022/7/1 23:00:20,Wash,90
24,pass,2022/7/1 23:00:20,2022/7/2 0:10:25,Lafeu,80
66,publish courses,2022/6/29 18:36:00,2022/6/29 18:44:04,Timea,40
66,select courses,2022/6/30 21:33:51,2022/6/30 21:58:17,Ailill,30
66,pay a fee,2022/6/30 23:46:58,2022/7/1 0:00:17,Timea,70
66,take classes,2022/7/1 18:03:56,2022/7/1 18:40:19,Zuri,60
66,examine,2022/7/13 19:55:20,2022/7/13 21:49:21,Wash,90
66,pass,2022/7/13 21:49:21,2022/7/13 23:15:57,Lafeu,80
85,publish courses,2022/6/29 23:49:42,2022/6/29 23:57:33,Timea,40
85,select courses,2022/7/1 21:22:40,2022/7/1 21:51:02,Ailill,30
85,pay a fee,2022/7/2 0:10:16,2022/7/2 0:21:07,Timea,70
85,take classes,2022/7/4 19:14:03,2022/7/4 19:52:22,Zuri,60
85,examine,2022/7/19 0:46:59,2022/7/19 18:14:46,Wash,90
85,retake the course,2022/7/19 18:14:46,2022/7/19 18:37:42,Macy,100
43,publish courses,2022/6/28 20:37:13,2022/6/28 20:45:49,Timea,40
43,select courses,2022/6/29 19:41:05,2022/6/29 20:10:34,Ailill,30
43,pay a fee,2022/6/29 21:18:25,2022/6/29 21:30:08,Timea,70
43,take classes,2022/6/29 22:50:15,2022/6/29 23:17:02,Zuri,60
43,examine,2022/7/7 17:20:42,2022/7/7 19:16:30,Wash,90
43,pass,2022/7/7 19:16:30,2022/7/7 20:35:03,Lafeu,80
271,publish courses,2022/7/8 0:49:13,2022/7/8 0:59:00,Timea,40
271,select courses,2022/7/15 19:17:04,2022/7/15 19:41:29,Ailill,30
271,pay a fee,2022/7/18 17:57:17,2022/7/18 18:11:58,Timea,70
271,take classes,2022/7/19 23:28:18,2022/7/20 0:06:14,Zuri,60
271,examine,2022/9/5 23:36:09,2022/9/6 0:56:59,Wash,90
271,pass,2022/9/6 0:56:59,2022/9/6 18:01:55,Lafeu,80
685,publish courses,2022/7/27 23:28:02,2022/7/27 23:36:14,Timea,40
685,select courses,2022/8/15 23:08:38,2022/8/15 23:33:46,Ailill,30
685,pay a fee,2022/8/15 23:33:46,2022/8/15 23:44:43,Timea,70
685,take classes,2022/8/24 19:39:28,2022/8/24 20:17:49,Zuri,60
685,examine,2022/12/22 18:32:46,2022/12/22 20:01:55,Wash,90
685,pass,2022/12/22 20:01:55,2022/12/22 21:05:38,Lafeu,80
135,publish courses,2022/7/1 21:04:30,2022/7/1 21:12:46,Timea,40
135,select courses,2022/7/6 18:20:24,2022/7/6 18:49:29,Ailill,30
135,pay a fee,2022/7/6 21:47:10,2022/7/6 22:01:00,Timea,70
135,take classes,2022/7/7 19:26:24,2022/7/7 19:47:58,Zuri,60
135,examine,2022/8/1 20:24:51,2022/8/1 22:11:49,Wash,90
135,pass,2022/8/1 22:11:49,2022/8/1 23:20:27,Lafeu,80
716,publish courses,2022/7/28 23:49:28,2022/7/28 23:57:34,Timea,40
716,select courses,2022/8/17 20:13:24,2022/8/17 20:33:46,Ailill,30
716,pay a fee,2022/8/17 20:33:46,2022/8/17 20:47:52,Timea,70
716,take classes,2022/8/26 19:01:03,2022/8/26 19:33:44,Zuri,60
716,examine,2022/12/30 20:13:10,2022/12/30 21:19:13,Wash,90
716,retake the course,2022/12/30 21:19:13,2022/12/30 21:40:24,Keysha,100
566,publish courses,2022/7/22 0:06:59,2022/7/22 0:15:15,Timea,40
566,select courses,2022/8/5 21:59:29,2022/8/5 22:26:13,Ailill,30
566,pay a fee,2022/8/8 22:27:33,2022/8/8 22:40:06,Timea,70
566,take classes,2022/8/15 17:39:28,2022/8/15 18:12:53,Zuri,60
566,examine,2022/11/22 20:41:34,2022/11/22 22:33:15,Wash,90
566,pass,2022/11/22 22:33:15,2022/11/22 23:43:26,Lafeu,80
217,publish courses,2022/7/6 18:26:23,2022/7/6 18:34:08,Timea,40
217,select courses,2022/7/12 20:35:15,2022/7/12 21:04:47,Ailill,30
217,pay a fee,2022/7/13 18:07:25,2022/7/13 18:17:59,Timea,70
217,take classes,2022/7/14 20:12:43,2022/7/14 20:39:39,Zuri,60
217,examine,2022/8/22 23:01:44,2022/8/23 17:00:18,Wash,90
217,pass,2022/8/23 17:00:18,2022/8/23 18:21:33,Lafeu,80
561,publish courses,2022/7/21 22:46:18,2022/7/21 22:55:23,Timea,40
561,select courses,2022/8/5 20:00:22,2022/8/5 20:22:16,Ailill,30
561,pay a fee,2022/8/8 21:23:30,2022/8/8 21:38:16,Timea,70
561,take classes,2022/8/12 22:51:17,2022/8/12 23:24:53,Zuri,60
561,examine,2022/11/21 20:19:20,2022/11/21 22:13:00,Wash,90
561,pass,2022/11/21 22:13:00,2022/11/21 23:31:18,Lafeu,80
333,publish courses,2022/7/12 17:55:00,2022/7/12 18:03:10,Timea,40
333,select courses,2022/7/20 21:09:15,2022/7/20 21:32:44,Ailill,30
333,pay a fee,2022/7/21 20:46:41,2022/7/21 20:57:32,Timea,70
333,take classes,2022/7/25 22:18:09,2022/7/25 22:39:02,Zuri,60
333,examine,2022/9/21 19:55:22,2022/9/21 21:29:50,Wash,90
333,pass,2022/9/21 21:29:50,2022/9/21 22:41:22,Lafeu,80
183,publish courses,2022/7/5 17:41:43,2022/7/5 17:49:30,Timea,40
183,select courses,2022/7/8 22:40:56,2022/7/8 23:01:42,Ailill,30
183,pay a fee,2022/7/11 19:17:09,2022/7/11 19:29:03,Timea,70
183,take classes,2022/7/12 19:52:47,2022/7/12 20:29:13,Zuri,60
183,examine,2022/8/12 21:08:46,2022/8/12 22:30:48,Wash,90
183,pass,2022/8/12 22:36:32,2022/8/13 0:00:39,Lafeu,80
212,publish courses,2022/7/6 17:06:32,2022/7/6 17:16:17,Timea,40
212,select courses,2022/7/12 18:25:25,2022/7/12 18:54:29,Ailill,30
212,pay a fee,2022/7/12 23:56:37,2022/7/13 0:08:34,Timea,70
212,take classes,2022/7/14 17:42:06,2022/7/14 18:16:48,Zuri,60
212,examine,2022/8/19 23:33:22,2022/8/22 17:09:06,Wash,90
212,pass,2022/8/22 17:09:06,2022/8/22 18:30:57,Lafeu,80
448,publish courses,2022/7/16 0:24:53,2022/7/16 0:34:50,Timea,40
448,select courses,2022/7/28 20:48:18,2022/7/28 21:12:13,Ailill,30
448,pay a fee,2022/7/30 0:31:31,2022/7/30 0:44:41,Timea,70
448,take classes,2022/8/3 23:27:30,2022/8/3 23:53:17,Zuri,60
448,examine,2022/10/20 21:58:19,2022/10/20 23:17:43,Wash,90
448,pass,2022/10/20 23:17:43,2022/10/21 0:28:29,Lafeu,80
29,publish courses,2022/6/28 17:08:15,2022/6/28 17:16:13,Timea,40
29,select courses,2022/6/28 21:57:08,2022/6/28 22:22:57,Ailill,30
29,pay a fee,2022/6/28 23:17:29,2022/6/28 23:28:05,Timea,70
29,take classes,2022/6/28 23:51:49,2022/6/29 0:12:48,Zuri,60
29,examine,2022/7/4 21:23:23,2022/7/4 22:57:20,Wash,90
29,pass,2022/7/4 22:57:20,2022/7/5 0:03:01,Lafeu,80
797,publish courses,2022/8/2 21:15:45,2022/8/2 21:25:07,Timea,40
797,select courses,2022/8/23 22:12:39,2022/8/23 22:40:32,Ailill,30
797,pay a fee,2022/8/23 22:40:32,2022/8/23 22:51:52,Timea,70
797,take classes,2022/9/2 19:57:00,2022/9/2 20:31:42,Zuri,60
797,examine,2023/1/20 21:15:41,2023/1/20 22:42:10,Wash,90
797,pass,2023/1/20 22:42:10,2023/1/21 0:09:11,Lafeu,80
330,publish courses,2022/7/12 17:03:02,2022/7/12 17:12:14,Timea,40
330,select courses,2022/7/20 19:53:08,2022/7/20 20:21:04,Ailill,30
330,pay a fee,2022/7/21 19:38:31,2022/7/21 19:49:47,Timea,70
330,take classes,2022/7/25 20:58:34,2022/7/25 21:24:58,Zuri,60
330,examine,2022/9/21 0:28:40,2022/9/21 17:45:22,Wash,90
330,pass,2022/9/21 17:45:22,2022/9/21 18:55:51,Lafeu,80
713,publish courses,2022/7/28 22:56:24,2022/7/28 23:05:25,Timea,40
713,select courses,2022/8/17 18:54:52,2022/8/17 19:22:12,Ailill,30
713,pay a fee,2022/8/17 19:22:12,2022/8/17 19:34:42,Timea,70
713,take classes,2022/8/26 17:16:10,2022/8/26 17:54:14,Zuri,60
713,examine,2022/12/29 23:41:31,2022/12/30 17:27:17,Wash,90
713,pass,2022/12/30 17:27:17,2022/12/30 18:50:43,Lafeu,80
440,publish courses,2022/7/15 22:13:53,2022/7/15 22:23:21,Timea,40
440,select courses,2022/7/28 17:31:27,2022/7/28 18:00:53,Ailill,30
440,pay a fee,2022/7/29 21:05:13,2022/7/29 21:17:35,Timea,70
440,take classes,2022/8/3 18:53:55,2022/8/3 19:31:19,Zuri,60
440,examine,2022/10/19 18:21:08,2022/10/19 19:22:33,Wash,90
440,pass,2022/10/19 19:43:20,2022/10/19 21:13:10,Lafeu,80
451,publish courses,2022/7/18 17:16:38,2022/7/18 17:24:54,Timea,40
451,select courses,2022/7/28 22:01:35,2022/7/28 22:24:13,Ailill,30
451,pay a fee,2022/8/1 17:50:10,2022/8/1 18:00:46,Timea,70
451,take classes,2022/8/4 0:38:04,2022/8/4 0:59:31,Zuri,60
451,examine,2022/10/21 18:49:55,2022/10/21 20:42:22,Wash,90
451,pass,2022/10/21 20:42:22,2022/10/21 21:59:01,Lafeu,80
454,publish courses,2022/7/18 18:11:58,2022/7/18 18:20:44,Timea,40
454,select courses,2022/7/28 23:11:23,2022/7/28 23:38:30,Ailill,30
454,pay a fee,2022/8/1 19:10:04,2022/8/1 19:24:53,Timea,70
454,take classes,2022/8/4 17:54:45,2022/8/4 18:30:29,Zuri,60
454,examine,2022/10/21 23:14:44,2022/10/24 17:11:50,Wash,90
454,pass,2022/10/24 17:11:50,2022/10/24 18:28:37,Lafeu,80
837,publish courses,2022/8/3 23:56:00,2022/8/4 0:03:43,Timea,40
837,select courses,2022/8/25 23:01:12,2022/8/25 23:21:59,Ailill,30
837,pay a fee,2022/8/25 23:21:59,2022/8/25 23:34:28,Timea,70
837,take classes,2022/9/6 23:31:38,2022/9/7 0:10:13,Zuri,60
837,examine,2023/2/1 0:54:56,2023/2/1 18:41:18,Wash,90
837,pass,2023/2/1 18:41:18,2023/2/1 19:43:35,Lafeu,80
826,publish courses,2022/8/3 20:50:19,2022/8/3 20:58:35,Timea,40
826,select courses,2022/8/25 18:17:01,2022/8/25 18:46:43,Ailill,30
826,pay a fee,2022/8/25 18:46:43,2022/8/25 18:59:11,Timea,70
826,take classes,2022/9/6 18:22:46,2022/9/6 18:53:13,Zuri,60
826,examine,2023/1/30 17:39:09,2023/1/30 18:52:14,Wash,90
826,pass,2023/1/30 19:11:34,2023/1/30 20:40:25,Lafeu,80
445,publish courses,2022/7/15 23:20:58,2022/7/15 23:30:06,Timea,40
445,select courses,2022/7/28 19:41:34,2022/7/28 20:01:58,Ailill,30
445,pay a fee,2022/7/29 23:15:19,2022/7/29 23:29:58,Timea,70
445,take classes,2022/8/3 21:45:30,2022/8/3 22:21:49,Zuri,60
445,examine,2022/10/20 17:29:31,2022/10/20 19:01:33,Wash,90
445,pass,2022/10/20 19:01:33,2022/10/20 20:19:43,Lafeu,80
7,publish courses,2022/6/27 19:19:56,2022/6/27 19:27:38,Timea,40
7,select courses,2022/6/27 20:16:16,2022/6/27 20:40:20,Ailill,30
7,pay a fee,2022/6/27 21:00:07,2022/6/27 21:11:04,Timea,70
7,take classes,2022/6/27 21:03:29,2022/6/27 21:23:47,Zuri,60
7,examine,2022/6/28 20:01:41,2022/6/28 21:17:42,Wash,90
